LamVel, radec, 9:07:59.81, -43:25:57.0
KapPyx, radec, 9:08:02.90, -25:51:29.9
15UMa, radec, 9:08:52.30, 51:36:16.9
Sig2UMa, radec, 9:10:23.21, 67:08:04.9
TauUMa, radec, 9:10:55.10, 63:30:49.0
BetCar, radec, 9:13:12.00, -69:43:01.9
TheHya, radec, 9:14:21.89, 2:18:51.1
18UMa, radec, 9:16:11.30, 54:01:18.8
IotCar, radec, 9:17:05.40, -59:16:31.1
38Lyn, radec, 9:18:50.69, 36:48:09.0
26Hya, radec, 9:19:46.39, -11:58:30.0
27Hya, radec, 9:20:28.99, -9:33:20.9
AlpLyn, radec, 9:21:03.29, 34:23:33.0
ThePyx, radec, 9:21:29.59, -25:57:56.2
KapVel, radec, 9:22:06.79, -55:00:38.9
LamPyx, radec, 9:23:12.31, -28:50:02.0
KapLeo, radec, 9:24:39.31, 26:10:55.9
AlpHya, radec, 9:27:35.21, -8:39:31.0
Tau1Hya, radec, 9:29:08.90, -2:46:08.0
EpsAnt, radec, 9:29:14.69, -35:57:05.0
PsiVel, radec, 9:30:42.00, -40:28:00.1
23UMa, radec, 9:31:31.70, 63:03:42.8
LamLeo, radec, 9:31:43.20, 22:58:05.2
XiLeo, radec, 9:31:56.71, 11:17:58.9
Tau2Hya, radec, 9:31:58.90, -1:11:06.0
TheUMa, radec, 9:32:51.41, 51:40:37.9
10LMi, radec, 9:34:13.39, 36:23:51.0
24UMa, radec, 9:34:28.90, 69:49:49.1
26UMa, radec, 9:34:49.51, 52:03:05.0
10Leo, radec, 9:37:12.70, 6:50:08.9
IotHya, radec, 9:39:51.41, -1:08:34.1
OmiLeo, radec, 9:41:09.00, 9:53:31.9
TheAnt, radec, 9:44:12.10, -27:46:09.8
EpsLeo, radec, 9:45:51.10, 23:46:27.1
UpsCar, radec, 9:47:06.10, -65:04:18.8
UpsUMa, radec, 9:50:59.40, 59:02:19.0
Ups1Hya, radec, 9:51:28.70, -14:50:48.1
PhiUMa, radec, 9:52:06.41, 54:03:51.8
MuLeo, radec, 9:52:45.79, 26:00:24.8
PhiVel, radec, 9:56:51.79, -54:34:04.1
PiLeo, radec, 10:00:12.79, 8:02:39.1
Ups2Hya, radec, 10:05:07.49, -13:03:52.9
EtaLeo, radec, 10:07:19.99, 16:45:46.1
21LMi, radec, 10:07:25.80, 35:14:40.9
31Leo, radec, 10:07:54.31, 9:59:51.0
AlpSex, radec, 10:07:56.30, -0:22:18.1
AlpLeo, radec, 10:08:22.30, 11:58:01.9
LamHya, radec, 10:10:35.30, -12:21:15.1
OmeCar, radec, 10:13:44.21, -70:02:17.2
ZetLeo, radec, 10:16:41.40, 23:25:01.9
LamUMa, radec, 10:17:05.81, 42:54:51.8
40Leo, radec, 10:19:44.09, 19:28:14.9
Gam1Leo, radec, 10:19:58.30, 19:50:30.1
Gam2Leo, radec, 10:19:58.61, 19:50:26.2
MuUMa, radec, 10:22:19.70, 41:29:57.8
30LMi, radec, 10:25:54.89, 33:47:46.0
MuHya, radec, 10:26:05.40, -16:50:11.0
AlpAnt, radec, 10:27:09.10, -31:04:04.1
BetLMi, radec, 10:27:52.99, 36:42:25.9
36UMa, radec, 10:30:37.61, 55:58:50.2
RhoLeo, radec, 10:32:48.70, 9:18:24.1
GamCha, radec, 10:35:28.10, -78:36:28.1
Phi3Hya, radec, 10:38:34.99, -16:52:36.1
37LMi, radec, 10:38:43.20, 31:58:34.0
TheCar, radec, 10:42:57.41, -64:23:39.8
Del2Cha, radec, 10:45:46.80, -80:32:25.1
MuVel, radec, 10:46:46.20, -49:25:12.0
NuHya, radec, 10:49:37.49, -16:11:37.0
46LMi, radec, 10:53:18.70, 34:12:54.0
OmeUMa, radec, 10:53:58.70, 43:11:24.0
54Leo, radec, 10:55:36.79, 24:44:58.9
IotAnt, radec, 10:56:43.10, -37:08:16.1
AlpCrt, radec, 10:59:46.51, -18:17:56.0
58Leo, radec, 11:00:33.60, 3:37:03.0
59Leo, radec, 11:00:44.81, 6:06:05.0
61Leo, radec, 11:01:49.70, -2:29:04.9
BetUMa, radec, 11:01:50.50, 56:22:57.0
60Leo, radec, 11:02:19.80, 20:10:46.9
AlpUMa, radec, 11:03:43.70, 61:45:02.9
ChiLeo, radec, 11:05:01.01, 7:20:10.0
Chi1Hya, radec, 11:05:19.90, -27:17:37.0
PsiUMa, radec, 11:09:39.79, 44:29:55.0
BetCrt, radec, 11:11:39.50, -22:49:32.9
DelLeo, radec, 11:14:06.50, 20:31:25.0
TheLeo, radec, 11:14:14.40, 15:25:45.8
72Leo, radec, 11:15:12.19, 23:05:44.2
PhiLeo, radec, 11:16:39.70, -3:39:06.1
NuUMa, radec, 11:18:28.70, 33:05:39.1
55UMa, radec, 11:19:07.90, 38:11:08.2
DelCrt, radec, 11:19:20.50, -14:46:43.0
PiCen, radec, 11:21:00.41, -54:29:28.0
SigLeo, radec, 11:21:08.21, 6:01:45.8
56UMa, radec, 11:22:49.61, 43:28:58.1
IotLeo, radec, 11:23:55.49, 10:31:45.1
EpsCrt, radec, 11:24:36.60, -10:51:33.8
GamCrt, radec, 11:24:52.90, -17:41:02.0
TauLeo, radec, 11:27:56.21, 2:51:22.0
87Leo, radec, 11:30:18.91, -3:00:13.0
LamDra, radec, 11:31:24.19, 69:19:52.0
XiHya, radec, 11:33:00.10, -31:51:28.1
LamCen, radec, 11:35:46.80, -63:01:10.9
TheCrt, radec, 11:36:40.90, -9:48:07.9
UpsLeo, radec, 11:36:56.90, -0:49:26.0
OmiHya, radec, 11:40:12.79, -34:44:40.9
ZetCrt, radec, 11:44:45.79, -18:21:02.9
XiVir, radec, 11:45:17.09, 8:15:29.9
LamMus, radec, 11:45:36.41, -66:43:43.0
NuVir, radec, 11:45:51.60, 6:31:45.8
ChiUMa, radec, 11:46:03.00, 47:46:45.8
93Leo, radec, 11:47:59.09, 20:13:08.0
MuMus, radec, 11:48:14.30, -66:48:52.9
BetLeo, radec, 11:49:03.60, 14:34:18.8
BetVir, radec, 11:50:41.71, 1:45:52.9
BetHya, radec, 11:52:54.60, -33:54:29.2
GamUMa, radec, 11:53:49.80, 53:41:40.9
EpsCha, radec, 11:59:37.30, -78:13:18.8
PiVir, radec, 12:00:52.39, 6:36:51.1
The1Cru, radec, 12:03:01.51, -63:18:46.1
The2Cru, radec, 12:04:19.20, -63:09:56.2
OmiVir, radec, 12:05:12.50, 8:43:59.2
EtaCru, radec, 12:06:52.90, -64:36:49.0
DelCen, radec, 12:08:21.50, -50:43:21.0
AlpCrv, radec, 12:08:24.79, -24:43:44.0
EpsCrv, radec, 12:10:07.49, -22:37:10.9
RhoCen, radec, 12:11:39.10, -52:22:07.0
DelCru, radec, 12:15:08.71, -58:44:56.0
DelUMa, radec, 12:15:25.61, 57:01:57.0
GamCrv, radec, 12:15:48.41, -17:32:30.8
7Com, radec, 12:16:20.50, 23:56:43.1
EpsMus, radec, 12:17:34.10, -67:57:38.9
BetCha, radec, 12:18:20.69, -79:18:43.9
ZetCru, radec, 12:18:26.09, -64:00:11.2
EtaVir, radec, 12:19:54.41, -0:40:00.8
16Vir, radec, 12:20:21.00, 3:18:45.0
11Com, radec, 12:20:43.01, 17:47:34.1
EpsCru, radec, 12:21:21.60, -60:24:04.0
12Com, radec, 12:22:30.31, 25:50:46.0
5CVn, radec, 12:24:01.51, 51:33:43.9
14Com, radec, 12:26:24.10, 27:16:05.9
Alp1Cru, radec, 12:26:35.90, -63:05:57.1
Alp2Cru, radec, 12:26:36.50, -63:05:57.8
GamCom, radec, 12:26:56.30, 28:16:05.9
16Com, radec, 12:26:59.30, 26:49:32.2
SigCen, radec, 12:28:02.40, -50:13:50.2
DelCrv, radec, 12:29:51.89, -16:30:56.2
4Dra, radec, 12:30:06.70, 69:12:04.0
GamCru, radec, 12:31:09.89, -57:06:47.9
EtaCrv, radec, 12:32:04.20, -16:11:46.0
GamMus, radec, 12:32:28.01, -72:07:59.2
KapDra, radec, 12:33:28.99, 69:47:17.9
BetCVn, radec, 12:33:44.50, 41:21:27.0
BetCrv, radec, 12:34:23.21, -23:23:48.1
6Dra, radec, 12:34:43.99, 70:01:18.8
23Com, radec, 12:34:51.10, 22:37:45.1
AlpMus, radec, 12:37:10.99, -69:08:08.2
TauCen, radec, 12:37:42.19, -48:32:28.0
ChiVir, radec, 12:39:14.81, -7:59:44.2
GamCen, radec, 12:41:31.01, -48:57:34.9
GamVir, radec, 12:41:39.60, -1:26:57.8
RhoVir, radec, 12:41:53.11, 10:14:08.2
IotCru, radec, 12:45:37.90, -60:58:52.0
BetMus, radec, 12:46:16.90, -68:06:29.2
BetCru, radec, 12:47:43.20, -59:41:19.0
31Com, radec, 12:51:41.90, 27:32:26.2
35Com, radec, 12:53:17.81, 21:14:42.0
EpsUMa, radec, 12:54:01.70, 55:57:34.9
PsiVir, radec, 12:54:21.19, -9:32:20.0
Mu1Cru, radec, 12:54:35.59, -57:10:40.1
LamCru, radec, 12:54:39.19, -59:08:48.1
DelVir, radec, 12:55:36.19, 3:23:51.0
Alp2CVn, radec, 12:56:01.70, 38:19:05.9
36Com, radec, 12:58:55.39, 17:24:33.8
37Com, radec, 13:00:16.51, 30:47:06.0
78UMa, radec, 13:00:43.80, 56:21:59.0
EpsVir, radec, 13:02:10.61, 10:57:33.1
DelMus, radec, 13:02:16.20, -71:32:56.0
Xi1Cen, radec, 13:03:33.19, -49:31:37.9
Xi2Cen, radec, 13:06:54.60, -49:54:22.0
41Com, radec, 13:07:10.70, 27:37:28.9
PsiHya, radec, 13:09:03.29, -23:07:05.2
TheVir, radec, 13:09:57.00, -5:32:20.0
BetCom, radec, 13:11:52.39, 27:52:41.2
EtaMus, radec, 13:15:14.90, -67:53:39.8
20CVn, radec, 13:17:32.50, 40:34:21.0
SigVir, radec, 13:17:36.29, 5:28:10.9
61Vir, radec, 13:18:24.31, -18:18:41.0
GamHya, radec, 13:18:55.30, -23:10:18.1
IotCen, radec, 13:20:35.81, -36:42:43.9
AlpVir, radec, 13:25:11.59, -11:09:41.0
80UMa, radec, 13:25:13.49, 54:59:17.2
69Vir, radec, 13:27:27.19, -15:58:25.0
70Vir, radec, 13:28:25.80, 13:46:44.0
74Vir, radec, 13:31:57.91, -6:15:20.9
78Vir, radec, 13:34:07.90, 3:39:32.0
24CVn, radec, 13:34:27.31, 49:00:58.0
ZetVir, radec, 13:34:41.59, -0:35:44.9
25CVn, radec, 13:37:27.60, 36:17:42.0
EpsCen, radec, 13:39:53.21, -53:27:59.0
83UMa, radec, 13:40:44.30, 54:40:54.1
1Cen, radec, 13:45:41.21, -33:02:38.0
TauBoo, radec, 13:47:15.70, 17:27:24.1
EtaUMa, radec, 13:47:32.40, 49:18:47.9
2Cen, radec, 13:49:26.71, -34:27:02.9
UpsBoo, radec, 13:49:28.61, 15:47:52.1
NuCen, radec, 13:49:30.31, -41:41:16.1
MuCen, radec, 13:49:37.01, -42:28:26.0
6Boo, radec, 13:49:42.79, 21:15:51.1
89Vir, radec, 13:49:52.30, -18:08:03.1
10Dra, radec, 13:51:25.90, 64:43:23.9
3Cen, radec, 13:51:49.61, -32:59:39.8
4Cen, radec, 13:53:12.50, -31:55:40.1
EtaBoo, radec, 13:54:41.09, 18:23:52.1
ZetCen, radec, 13:55:32.40, -47:17:17.9
PhiCen, radec, 13:58:16.30, -42:06:02.9
Ups1Cen, radec, 13:58:40.80, -44:48:13.0
TauVir, radec, 14:01:38.81, 1:32:39.8
Ups2Cen, radec, 14:01:43.39, -45:36:13.0
BetCen, radec, 14:03:49.39, -60:22:23.2
AlpDra, radec, 14:04:23.30, 64:22:32.9
ChiCen, radec, 14:06:02.81, -41:10:46.9
PiHya, radec, 14:06:22.30, -26:40:57.0
TheCen, radec, 14:06:40.99, -36:22:12.0
4UMi, radec, 14:08:50.90, 77:32:51.0
12Boo, radec, 14:10:23.90, 25:05:30.1
KapVir, radec, 14:12:53.81, -10:16:25.0
Kap2Boo, radec, 14:13:28.99, 51:47:25.1
AlpBoo, radec, 14:15:39.70, 19:10:57.0
IotVir, radec, 14:16:00.91, -6:00:02.2
IotBoo, radec, 14:16:09.89, 51:22:01.9
LamBoo, radec, 14:16:22.99, 46:05:17.9
EtaAps, radec, 14:18:13.80, -81:00:28.1
LamVir, radec, 14:19:06.60, -13:22:16.0
IotLup, radec, 14:19:24.19, -46:03:28.1
20Boo, radec, 14:19:45.19, 16:18:24.8
PsiCen, radec, 14:20:33.41, -37:53:07.1
51Hya, radec, 14:23:05.81, -27:45:14.0
TheBoo, radec, 14:25:11.81, 51:51:02.9
Tau1Lup, radec, 14:26:08.21, -45:13:17.0
Tau2Lup, radec, 14:26:10.80, -45:22:45.8
DelOct, radec, 14:26:54.89, -83:40:04.1
5UMi, radec, 14:27:31.51, 75:41:46.0
52Hya, radec, 14:28:10.39, -29:29:30.1
PhiVir, radec, 14:28:12.10, -2:13:41.2
RhoBoo, radec, 14:31:49.80, 30:22:17.0
GamBoo, radec, 14:32:04.70, 38:18:29.9
SigLup, radec, 14:32:36.89, -50:27:24.8
SigBoo, radec, 14:34:40.80, 29:44:42.0
EtaCen, radec, 14:35:30.41, -42:09:28.1
RhoLup, radec, 14:37:53.21, -49:25:32.9
Alp1Cen, radec, 14:39:35.90, -60:50:07.1
Alp2Cen, radec, 14:39:36.10, -60:50:08.2
Pi1Boo, radec, 14:40:43.61, 16:25:05.9
ZetBoo, radec, 14:41:08.90, 13:43:41.9
31Boo, radec, 14:41:38.81, 8:09:42.1
AlpLup, radec, 14:41:55.80, -47:23:17.9
AlpCir, radec, 14:42:30.41, -64:58:31.1
MuVir, radec, 14:43:03.60, -5:39:29.9
34Boo, radec, 14:43:25.39, 26:31:40.1
EpsBoo, radec, 14:44:59.21, 27:04:27.1
OmiBoo, radec, 14:45:14.50, 16:57:51.8
54Hya, radec, 14:46:00.10, -25:26:35.2
109Vir, radec, 14:46:14.90, 1:53:34.1
AlpAps, radec, 14:47:51.60, -79:02:40.9
58Hya, radec, 14:50:17.30, -27:57:37.1
BetUMi, radec, 14:50:42.31, 74:09:20.2
Alp2Lib, radec, 14:50:52.70, -16:02:30.1
11Lib, radec, 14:51:01.01, -2:17:57.1
XiBoo, radec, 14:51:23.30, 19:06:04.0
OmiLup, radec, 14:51:38.40, -43:34:32.2
16Lib, radec, 14:57:10.99, -4:20:47.0
BetLup, radec, 14:58:31.90, -43:08:02.0
KapCen, radec, 14:59:09.70, -42:06:15.1
DelLib, radec, 15:00:58.39, -8:31:08.0
BetBoo, radec, 15:01:56.81, 40:23:26.2
OmeBoo, radec, 15:02:06.50, 25:00:29.2
110Vir, radec, 15:02:54.00, 2:05:29.0
44Boo, radec, 15:03:47.40, 47:39:15.8
SigLib, radec, 15:04:04.20, -25:16:54.8
PsiBoo, radec, 15:04:26.71, 26:56:51.0
PiLup, radec, 15:05:07.20, -47:03:04.0
45Boo, radec, 15:07:18.10, 24:52:09.1
LamLup, radec, 15:08:50.59, -45:16:46.9
Kap1Lup, radec, 15:11:56.09, -48:44:16.1
Iot1Lib, radec, 15:12:13.30, -19:47:30.1
ZetLup, radec, 15:12:17.09, -52:05:57.1
1Lup, radec, 15:14:37.30, -31:31:09.1
DelBoo, radec, 15:15:30.19, 33:18:52.9
BetLib, radec, 15:17:00.41, -9:22:59.2
BetCir, radec, 15:17:30.79, -58:48:04.0
EpsCir, radec, 15:17:38.90, -63:36:38.2
2Lup, radec, 15:17:49.90, -30:08:56.0
MuLup, radec, 15:18:31.99, -47:52:30.0
GamTrA, radec, 15:18:54.60, -68:40:45.8
GamUMi, radec, 15:20:43.70, 71:50:02.0
DelLup, radec, 15:21:22.30, -40:38:51.0
Phi1Lup, radec, 15:21:48.41, -36:15:41.0
Nu1Lup, radec, 15:22:08.30, -47:55:40.1
EpsLup, radec, 15:22:40.90, -44:41:21.8
Phi2Lup, radec, 15:23:09.41, -36:51:31.0
GamCir, radec, 15:23:22.70, -59:19:14.9
EpsLib, radec, 15:24:11.90, -10:19:19.9
Mu1Boo, radec, 15:24:29.40, 37:22:37.9
IotDra, radec, 15:24:55.80, 58:57:58.0
BetCrB, radec, 15:27:49.70, 29:06:20.9
TheUMi, radec, 15:31:24.89, 77:20:57.8
TheCrB, radec, 15:32:55.80, 31:21:33.1
37Lib, radec, 15:34:10.70, -10:03:51.8
AlpCrB, radec, 15:34:41.30, 26:42:52.9
GamLup, radec, 15:35:08.50, -41:10:00.8
GamLib, radec, 15:35:31.61, -14:47:21.8
EpsTrA, radec, 15:36:43.20, -66:19:00.8
UpsLib, radec, 15:37:01.51, -28:08:06.0
OmeLup, radec, 15:38:03.19, -42:34:03.0
TauLib, radec, 15:38:39.41, -29:46:40.1
Psi1Lup, radec, 15:39:46.01, -34:24:42.8
42Lib, radec, 15:40:16.90, -23:49:05.2
IotSer, radec, 15:41:33.10, 19:40:13.1
KapLib, radec, 15:41:56.81, -19:40:44.0
Psi2Lup, radec, 15:42:40.99, -34:42:38.2
GamCrB, radec, 15:42:44.59, 26:17:44.2
ZetUMi, radec, 15:44:03.50, 77:47:39.8
AlpSer, radec, 15:44:16.10, 6:25:32.2
BetSer, radec, 15:46:11.30, 15:25:18.8
LamSer, radec, 15:46:26.59, 7:21:11.2
KapSer, radec, 15:48:44.40, 18:08:30.1
DelCrB, radec, 15:49:35.69, 26:04:05.9
MuSer, radec, 15:49:37.20, -3:25:49.1
EpsSer, radec, 15:50:49.01, 4:28:40.1
ChiLup, radec, 15:50:57.50, -33:37:37.9
1Sco, radec, 15:50:58.70, -25:45:05.0
KapCrB, radec, 15:51:13.90, 35:39:27.0
RhoSer, radec, 15:51:15.91, 20:58:40.1
ChiHer, radec, 15:52:40.49, 42:27:06.1
2Sco, radec, 15:53:36.70, -25:19:37.9
TheLib, radec, 15:53:49.51, -16:43:45.8
BetTrA, radec, 15:55:08.50, -63:25:50.2
GamSer, radec, 15:56:27.19, 15:39:42.1
RhoSco, radec, 15:56:53.11, -29:12:51.1
EpsCrB, radec, 15:57:35.30, 26:52:40.1
48Lib, radec, 15:58:11.40, -14:16:45.8
PiSco, radec, 15:58:51.10, -26:06:51.1
EtaLup, radec, 16:00:07.30, -38:23:48.8
DelSco, radec, 16:00:19.99, -22:37:18.1
IotCrB, radec, 16:01:26.59, 29:51:04.0
TheDra, radec, 16:01:53.30, 58:33:55.1
PiSer, radec, 16:02:17.69, 22:48:15.8
UpsHer, radec, 16:02:47.90, 46:02:12.1
EtaNor, radec, 16:03:12.91, -49:13:46.9
Iot1Nor, radec, 16:03:31.90, -57:46:31.1
XiSco, radec, 16:04:22.10, -11:22:23.2
Bet1Sco, radec, 16:05:26.21, -19:48:20.2
Bet2Sco, radec, 16:05:26.50, -19:48:06.8
DelNor, radec, 16:06:29.40, -45:10:23.9
TheLup, radec, 16:06:35.50, -36:48:07.9
Ome1Sco, radec, 16:06:48.41, -20:40:09.1
Ome2Sco, radec, 16:07:24.31, -20:52:07.0
KapHer, radec, 16:08:04.51, 17:02:48.8
PhiHer, radec, 16:08:46.20, 44:56:06.0
TauCrB, radec, 16:08:58.30, 36:29:26.9
NuSco, radec, 16:11:59.69, -19:27:38.2
PsiSco, radec, 16:12:00.00, -10:03:51.1
13Sco, radec, 16:12:18.19, -27:55:35.0
KapNor, radec, 16:13:28.70, -54:37:50.2
DelOph, radec, 16:14:20.69, -3:41:39.8
DelTrA, radec, 16:15:26.30, -63:41:08.2
Gam1Nor, radec, 16:17:00.91, -50:04:05.9
EtaUMi, radec, 16:17:30.31, 75:45:19.1
EpsOph, radec, 16:18:19.30, -4:41:33.0
TauHer, radec, 16:19:44.40, 46:18:47.9
Gam2Nor, radec, 16:19:50.40, -50:09:20.2
Del1Aps, radec, 16:20:20.81, -78:41:44.9
OmiSco, radec, 16:20:38.21, -24:10:09.8
SigSco, radec, 16:21:11.30, -25:35:34.1
GamHer, radec, 16:21:55.20, 19:09:11.2
SigSer, radec, 16:22:04.39, 1:01:45.1
XiCrB, radec, 16:22:05.81, 30:53:30.8
EtaDra, radec, 16:23:59.50, 61:30:51.1
PsiOph, radec, 16:24:06.19, -20:02:15.0
OmeHer, radec, 16:25:25.01, 14:01:59.9
ChiOph, radec, 16:27:01.39, -18:27:23.0
EpsNor, radec, 16:27:11.09, -47:33:18.0
UpsOph, radec, 16:27:48.10, -8:22:18.1
15Dra, radec, 16:27:58.99, 68:46:05.2
ZetTrA, radec, 16:28:28.10, -70:05:03.8
AlpSco, radec, 16:29:24.41, -26:25:54.8
22Sco, radec, 16:30:12.41, -25:06:54.0
BetHer, radec, 16:30:13.20, 21:29:22.9
LamOph, radec, 16:30:54.79, 1:59:02.0
PhiOph, radec, 16:31:08.30, -16:36:46.1
OmeOph, radec, 16:32:08.21, -21:27:59.0
29Her, radec, 16:32:36.29, 11:29:17.2
GamAps, radec, 16:33:27.00, -78:53:49.9
MuNor, radec, 16:34:04.99, -44:02:43.1
SigHer, radec, 16:34:06.19, 42:26:12.8
TauSco, radec, 16:35:52.99, -28:12:58.0
ZetOph, radec, 16:37:09.50, -10:34:01.9
42Her, radec, 16:38:44.90, 48:55:41.9
18Dra, radec, 16:40:55.10, 64:35:21.1
ZetHer, radec, 16:41:17.21, 31:36:11.2
EtaHer, radec, 16:42:53.81, 38:55:19.9
BetAps, radec, 16:43:04.61, -77:31:03.0
EpsUMi, radec, 16:45:58.10, 82:02:13.9
AlpTrA, radec, 16:48:39.89, -69:01:40.1
52Her, radec, 16:49:14.21, 45:58:59.9
EtaAra, radec, 16:49:47.09, -59:02:29.0
20Oph, radec, 16:49:49.99, -10:46:59.2
EpsSco, radec, 16:50:09.79, -34:17:35.9
Mu1Sco, radec, 16:51:52.20, -38:02:51.0
Mu2Sco, radec, 16:52:20.11, -38:01:03.0
Zet1Sco, radec, 16:53:59.69, -42:21:43.9
IotOph, radec, 16:54:00.50, 10:09:55.1
Zet2Sco, radec, 16:54:34.99, -42:21:41.0
19Dra, radec, 16:56:01.70, 65:08:04.9
KapOph, radec, 16:57:40.10, 9:22:30.0
ZetAra, radec, 16:58:37.20, -55:59:25.1
Eps1Ara, radec, 16:59:35.11, -53:09:38.2
EpsHer, radec, 17:00:17.40, 30:55:35.0
30Oph, radec, 17:01:03.60, -4:13:21.0
60Her, radec, 17:05:22.70, 12:44:26.9
ZetDra, radec, 17:08:47.21, 65:42:52.9
EtaOph, radec, 17:10:22.70, -15:43:28.9
EtaSco, radec, 17:12:09.19, -43:14:21.1
Alp1Her, radec, 17:14:38.90, 14:23:25.1
DelHer, radec, 17:15:01.90, 24:50:21.1
PiHer, radec, 17:15:02.81, 36:48:33.1
41Oph, radec, 17:16:36.70, -0:26:43.1
68Her, radec, 17:17:19.49, 33:06:00.0
69Her, radec, 17:17:40.30, 37:17:30.1
NuSer, radec, 17:20:49.70, -12:50:48.8
XiOph, radec, 17:21:00.19, -21:06:46.1
ZetAps, radec, 17:21:59.40, -67:46:14.2
TheOph, radec, 17:22:00.60, -24:59:57.8
RhoHer, radec, 17:23:40.99, 37:08:44.9
BetAra, radec, 17:25:18.00, -55:31:48.0
GamAra, radec, 17:25:23.59, -56:22:39.0
44Oph, radec, 17:26:22.20, -24:10:31.1
SigOph, radec, 17:26:30.91, 4:08:25.1
45Oph, radec, 17:27:21.29, -29:52:00.8
BetDra, radec, 17:30:25.99, 52:18:05.0
LamHer, radec, 17:30:44.30, 26:06:38.2
UpsSco, radec, 17:30:45.79, -37:17:44.9
DelAra, radec, 17:31:05.90, -60:41:02.0
51Oph, radec, 17:31:25.01, -23:57:46.1
AlpAra, radec, 17:31:50.50, -49:52:34.0
Nu1Dra, radec, 17:32:10.61, 55:11:03.1
DelUMi, radec, 17:32:12.89, 86:35:11.0
Nu2Dra, radec, 17:32:16.01, 55:10:23.2
LamSco, radec, 17:33:36.50, -37:06:14.0
AlpOph, radec, 17:34:56.11, 12:33:36.0
SigAra, radec, 17:35:39.60, -46:30:20.2
OmeDra, radec, 17:36:57.10, 68:45:29.2
TheSco, radec, 17:37:19.20, -42:59:52.1
XiSer, radec, 17:37:35.21, -15:23:55.0
MuOph, radec, 17:37:50.69, -8:07:08.0
IotHer, radec, 17:39:27.89, 46:00:23.0
LamAra, radec, 17:40:23.59, -49:24:56.2
OmiSer, radec, 17:41:24.91, -12:52:31.1
Psi1Dra, radec, 17:41:56.30, 72:08:56.0
KapSco, radec, 17:42:29.30, -39:01:48.0
58Oph, radec, 17:43:25.80, -21:40:59.9
BetOph, radec, 17:43:28.39, 4:34:01.9
EtaPav, radec, 17:45:43.99, -64:43:26.0
MuHer, radec, 17:46:27.50, 27:43:14.2
3Sgr, radec, 17:47:33.60, -27:49:50.9
Iot1Sco, radec, 17:47:35.09, -40:07:36.8
GamOph, radec, 17:47:53.59, 2:42:25.9
Iot2Sco, radec, 17:50:11.21, -40:05:26.2
XiDra, radec, 17:53:31.70, 56:52:22.1
TheHer, radec, 17:56:15.19, 37:15:02.2
GamDra, radec, 17:56:36.41, 51:29:20.0
XiHer, radec, 17:57:45.91, 29:14:52.1
NuHer, radec, 17:58:30.19, 30:11:21.8
NuOph, radec, 17:59:01.61, -9:46:25.0
4Sgr, radec, 17:59:47.59, -23:48:58.0
93Her, radec, 18:00:03.41, 16:45:02.9
66Oph, radec, 18:00:15.79, 4:22:07.0
ZetSer, radec, 18:00:28.99, -3:41:25.1
67Oph, radec, 18:00:38.71, 2:55:54.1
95Her, radec, 18:01:30.41, 21:35:44.2
68Oph, radec, 18:01:45.19, 1:18:19.1
Gam1Sgr, radec, 18:05:01.30, -29:34:48.0
70Oph, radec, 18:05:27.29, 2:29:57.8
Gam2Sgr, radec, 18:05:48.50, -30:25:27.1
TheAra, radec, 18:06:37.90, -50:05:30.1
71Oph, radec, 18:07:18.41, 8:44:02.0
72Oph, radec, 18:07:21.00, 9:33:50.0
OmiHer, radec, 18:07:32.59, 28:45:45.0
PiPav, radec, 18:08:34.80, -63:40:05.9
102Her, radec, 18:08:45.50, 20:48:51.8
EpsTel, radec, 18:11:13.80, -45:57:15.8
11Sgr, radec, 18:11:43.39, -23:42:04.0
104Her, radec, 18:11:54.19, 31:24:19.1
MuSgr, radec, 18:13:45.79, -21:03:32.0
EtaSgr, radec, 18:17:37.61, -36:45:42.1
KapLyr, radec, 18:19:51.70, 36:03:51.8
106Her, radec, 18:20:17.90, 21:57:41.0
PhiDra, radec, 18:20:45.50, 71:20:16.1
74Oph, radec, 18:20:52.10, 3:22:37.9
DelSgr, radec, 18:20:59.69, -29:49:41.2
ChiDra, radec, 18:21:03.41, 72:43:58.1
EtaSer, radec, 18:21:18.60, -2:53:56.0
XiPav, radec, 18:23:13.61, -61:29:38.0
ZetSct, radec, 18:23:39.50, -8:56:03.1
109Her, radec, 18:23:41.90, 21:46:10.9
39Dra, radec, 18:23:54.50, 58:48:02.2
EpsSgr, radec, 18:24:10.30, -34:23:04.9
21Sgr, radec, 18:25:21.00, -20:32:30.1
42Dra, radec, 18:25:59.09, 65:33:49.0
AlpTel, radec, 18:26:58.39, -45:58:05.9
LamSgr, radec, 18:27:58.20, -25:25:18.1
ZetTel, radec, 18:28:49.90, -49:04:14.9
GamSct, radec, 18:29:11.90, -14:33:56.9
NuPav, radec, 18:31:22.39, -62:16:41.9
Del1Tel, radec, 18:31:45.41, -45:54:54.0
45Dra, radec, 18:32:34.49, 57:02:44.2
TheCrA, radec, 18:33:30.19, -42:18:45.0
AlpSct, radec, 18:35:12.41, -8:14:39.1
AlpLyr, radec, 18:36:56.30, 38:47:01.0
DelSct, radec, 18:42:16.39, -9:03:09.0
ZetPav, radec, 18:43:02.11, -71:25:41.2
EpsSct, radec, 18:43:31.30, -8:16:31.1
Zet1Lyr, radec, 18:44:46.39, 37:36:18.0
